ZCTA20	ZCTA_AREA20	TOT_POP_2020	COUNT_NTM_STOPS	STOPS_PER_CAPITA	STOPS_PER_SQMILE
02886	15.79649353	29443	162	5.5021567345	10.255440712
02888	5.897028923	17901	112	6.2566337585	18.9926147461
02889	8.455835342	27531	121	4.3950457573	14.3096446991
02891	26.282743454	21196	5	.2358935624	.190238893
02892	27.210603714	5502	18	3.2715375423	.6615068316
02893	7.832517624	29283	79	2.6978111267	10.0861568451
02894	4.203100204	512	0	0	0
02895	7.763933182	41616	89	2.1386005878	11.4632616043
02896	23.026260376	11901	16	1.3444248438	.6948587894
02898	11.885020256	1137	1	.8795074821	.0841395259
02903	1.678045869	11443	124	10.8363189697	73.895477295
02904	5.176318169	29881	160	5.3545732498	30.9100017548
02905	3.744468451	26020	100	3.8431975842	26.7060604096
02906	3.099218845	28254	77	2.7252779007	24.8449707031
02907	2.207690477	31277	73	2.3339834213	33.066230774
02908	3.402127504	37792	126	3.3340389729	37.035648346
02909	3.130263329	40286	146	3.6240878105	46.6414451599
02910	3.43313694	21746	60	2.7591280937	17.4767284393
02911	2.499602556	15627	68	4.3514428139	27.2043247223
02912	.197970405	1279	4	3.1274433136	20.205039978
02914	4.906977654	21720	128	5.8931860924	26.0853023529
02915	5.511829376	16423	67	4.0796442032	12.1556739807
02916	2.653278589	9292	39	4.1971588135	14.6987953186
02917	21.443824768	14260	55	3.8569424152	2.564841032
02918	 	 	2	 	 
02919	23.508737564	29312	96	3.2751090527	4.0835881233
02920	8.947878838	36695	166	4.5237770081	18.5518836975
02921	13.024593353	12463	16	1.2838000059	1.2284452915
03031	33.916332245	11484	0	0	0
03032	25.347036362	5514	0	0	0
03033	19.835336685	5394	0	0	0
03034	32.44683075	4088	0	0	0
03036	26.016046524	5191	0	0	0
03037	48.648849487	4363	0	0	0
03038	35.845726013	33705	0	0	0
03042	26.041931152	6989	0	0	0
03043	29.777194977	1574	0	0	0
03044	17.173120499	4695	0	0	0
03045	35.902439117	13766	0	0	0
03046	30.862897873	2846	0	0	0
03047	26.373176575	1828	0	0	0
03048	28.337614059	3564	0	0	0
03049	31.729110718	7973	0	0	0
03051	28.282388687	25543	0	0	0
03052	14.924242973	8560	0	0	0
03053	41.668308258	26028	0	0	0
03054	32.573581696	26314	0	0	0
03055	25.405399323	15906	0	0	0
03057	17.896127701	2662	0	0	0
03060	6.558857441	30092	1	.0332314223	.1524655819
03062	12.029100418	28550	0	0	0
03063	8.110758781	16126	0	0	0
03064	4.134609222	14284	0	0	0
03070	43.059928894	5781	0	0	0
03071	32.700016022	5373	0	0	0
03076	26.34321022	13991	0	0	0
03077	28.818096161	10407	0	0	0
03079	24.844715118	29633	0	0	0
03082	28.836555481	1706	0	0	0
03084	22.25177002	1250	0	0	0
03086	28.119241714	3915	0	0	0
03087	26.743675232	14694	0	0	0
03101	.765283048	2834	0	0	0
03102	9.065131187	33951	0	0	0
03103	9.186710358	36831	0	0	0
03104	8.334788322	32776	0	0	0
03106	36.017337799	14375	0	0	0
03109	7.247200966	10409	0	0	0
03110	32.77961731	22710	0	0	0
03215	192.225097656	230	0	0	0
03216	39.874332428	2494	0	0	0
03217	11.227401733	2237	0	0	0
03218	15.304452896	1070	0	0	0
03220	30.270751953	7566	0	0	0
03221	48.933319092	1922	0	0	0
03222	71.294761658	5895	0	0	0
03223	69.936599732	3382	0	0	0
03224	42.712902069	2402	0	0	0
03225	27.755521774	3573	0	0	0
03226	13.693509102	881	0	0	0
03227	51.445613861	1126	0	0	0
03229	43.323192596	5746	0	0	0
03230	40.25088501	1445	0	0	0
03231	.286181629	226	0	0	0
03233	.444177717	334	0	0	0
03234	34.412788391	4767	0	0	0
03235	29.839712143	8793	0	0	0
03237	37.96333313	2082	0	0	0
03238	1.002249718	95	0	0	0
03240	41.47322464	1293	0	0	0
03241	36.989593506	908	0	0	0
03242	44.118824005	4966	0	0	0
03243	25.612901688	809	0	0	0
03244	82.472839356	7589	0	0	0
03245	30.454256058	2093	0	0	0
03246	19.869606018	16573	0	0	0
03249	38.780273438	7213	0	0	0
03251	66.342582703	1270	0	0	0
03253	37.46585083	6410	0	0	0
03254	60.308635712	4149	0	0	0
03255	35.822589874	1852	0	0	0
03256	36.827083588	2450	0	0	0
03257	23.553300858	4179	0	0	0
03258	21.167341232	2689	0	0	0
03259	33.271339417	407	0	0	0
03260	21.410451889	1012	0	0	0
03261	28.174142838	4337	0	0	0
03262	57.316066742	1170	0	0	0
03263	24.479536057	4114	0	0	0
03264	36.516124725	7249	0	0	0
03266	110.352165222	2023	0	0	0
03268	30.871622086	1452	0	0	0
03269	49.458240509	2920	0	0	0
03273	4.617968082	357	0	0	0
03275	43.035755158	11652	0	0	0
03276	39.302001953	8289	0	0	0
03278	63.471656799	2978	0	0	0
03279	47.524925232	639	0	0	0
03280	45.209342957	1057	0	0	0
03281	59.066654205	9058	0	0	0
03282	41.538127899	1089	0	0	0
03284	38.320636749	996	0	0	0
03285	50.091449738	2516	0	0	0
03287	29.413299561	1444	0	0	0
03290	46.262184143	5036	0	0	0
03291	.220202163	92	0	0	0
03293	1.446226716	156	0	0	0
03301	49.229988098	33550	0	0	0
03303	67.795379639	15984	0	0	0
03304	28.170886993	7958	0	0	0
03307	46.959293366	5591	0	0	0
03431	59.955532074	24849	0	0	0
03440	31.281745911	3036	0	0	0
03441	4.314554691	163	0	0	0
03442	11.398990631	1684	0	0	0
03443	10.739328384	235	0	0	0
03444	27.663496017	1553	0	0	0
03445	19.498214722	700	0	0	0
03446	44.327819824	6375	0	0	0
03447	34.635341644	2324	0	0	0
03448	16.652627945	749	0	0	0
03449	34.977153778	1715	0	0	0
03450	18.554645538	882	0	0	0
03451	20.517467499	3905	22	5.6338028908	1.0722570419
03452	38.399642944	5275	0	0	0
03455	23.780759811	2524	0	0	0
03456	25.983243942	788	0	0	0
03457	29.295763016	709	0	0	0
03458	53.710216522	7111	0	0	0
03461	37.106266022	6100	0	0	0
03462	19.357816696	1388	0	0	0
03464	44.871425629	977	0	0	0
03465	17.458045959	1734	0	0	0
03466	15.462247849	2002	0	0	0
03467	35.805912018	2023	0	0	0
03470	88.220733643	5138	0	0	0
03561	49.958274841	5920	9	1.5202702284	.1801503301
03570	137.445129395	10025	0	0	0
03574	91.033935547	2591	0	0	0
03575	35.707897186	52	0	0	0
03576	168.643310547	2718	0	0	0
03579	562.473510743	341	0	0	0
03580	88.331977844	1419	0	0	0
03581	156.126602173	3190	0	0	0
03582	82.449508667	2077	0	0	0
03583	56.017856598	942	0	0	0
03584	62.073913574	3570	0	0	0
03585	78.15990448	2556	0	0	0
03586	16.723295212	605	0	0	0
03588	111.67124939	1535	0	0	0
03590	109.74987793	1173	0	0	0
03592	360.839080811	1147	0	0	0
03593	133.955718994	384	0	0	0
03595	36.839420319	721	0	0	0
03597	45.434963226	490	0	0	0
03598	61.360767365	3173	0	0	0
03601	15.630627632	602	0	0	0
03602	61.40461731	2277	0	0	0
03603	44.253677368	5357	0	0	0
03604	.051708344	117	0	0	0
03605	31.539028168	809	0	0	0
03607	16.396469116	338	0	0	0
03608	34.275848389	3314	4	1.2070006132	.1167002469
03609	.898043513	560	2	3.5714285374	2.2270636559
03740	37.191551209	762	0	0	0
03741	76.426467896	4115	4	.9720534682	.0523378886
03743	59.094909668	13659	0	0	0
03745	41.954120636	1480	0	0	0
03748	46.805114746	4769	2	.4193751216	.0427303724
03750	15.792282105	1059	0	0	0
03751	1.998781323	638	0	0	0
03752	22.283744812	964	0	0	0
03753	28.229751587	2878	0	0	0
03755	29.200073242	10466	77	7.3571562767	2.6369795799
03765	4.60020256	576	0	0	0
03766	31.979957581	9643	76	7.8813648224	2.3764884472
03768	53.759601593	1713	0	0	0
03770	4.400326729	460	0	0	0
03771	22.335260391	939	0	0	0
03773	94.173301697	7636	0	0	0
03774	26.245874405	1884	2	1.0615711212	.0762024522
03777	46.500095367	1372	0	0	0
03779	38.44197464	817	1	1.223990202	.0260132328
03780	19.812507629	586	0	0	0
03781	47.846672058	2305	0	0	0
03782	20.29728508	3013	0	0	0
03784	8.324998856	4126	33	7.9980611801	3.9639644623
03785	62.503444672	2300	3	1.3043478727	.0479973555
03801	23.769853592	22424	144	6.4216909409	6.0580935478
03809	40.082824707	3830	0	0	0
03810	23.581590652	1501	0	0	0
03811	11.121170044	7014	0	0	0
03812	58.629096985	485	0	0	0
03813	98.304466248	3044	0	0	0
03814	33.245452881	2201	0	0	0
03816	26.451597214	1206	0	0	0
03817	8.04543972	976	0	0	0
03818	84.454292297	4127	0	0	0
03819	10.98589325	4520	0	0	0
03820	27.282314301	32046	133	4.1502838135	4.8749527931
03823	11.644514084	2121	0	0	0
03824	22.416500092	16476	0	0	0
03825	46.886920929	9293	0	0	0
03826	3.426215649	1952	0	0	0
03827	17.859067917	3065	0	0	0
03830	9.461345673	1567	0	0	0
03832	24.382236481	291	0	0	0
03833	48.488544464	21901	22	1.0045202971	.4537154138
03835	36.770454407	6952	17	2.4453394413	.4623277187
03836	34.734390259	1304	0	0	0
03837	19.969934464	1736	0	0	0
03838	22.762807846	1191	0	0	0
03839	7.868902683	4022	0	0	0
03840	10.484043121	4038	0	0	0
03841	10.377889633	6798	0	0	0
03842	12.780220985	15787	2	.1266865134	.156491816
03844	12.380807877	2222	0	0	0
03845	11.777056694	1213	0	0	0
03846	66.133583069	979	0	0	0
03847	.820836186	376	0	0	0
03848	19.793542862	6330	0	0	0
03849	22.265935898	1701	0	0	0
03850	2.87976265	198	0	0	0
03851	26.314119339	4230	0	0	0
03852	6.73626852	416	0	0	0
03853	8.627799988	673	0	0	0
03854	.808553517	863	0	0	0
03855	41.215305328	2801	0	0	0
03856	7.09103775	1984	0	0	0
03857	12.593033791	9161	9	.9824255109	.7146808505
03858	9.812584877	4930	0	0	0
03860	23.22442627	4061	0	0	0
03861	19.741550446	4524	0	0	0
03862	13.920150757	4497	0	0	0
03864	40.222133637	2080	0	0	0
03865	10.591016769	7724	3	.3883997798	.2832589149
03867	28.405033112	21739	61	2.806016922	2.1475067139
03868	8.7469244	5544	13	2.344877243	1.4862366915
03869	6.690317154	2527	0	0	0
03870	12.050021172	5299	0	0	0
03871	.555428803	179	0	0	0
03872	52.04334259	3875	0	0	0
03873	13.936473846	6328	0	0	0
03874	8.947502136	8982	0	0	0
03875	16.365829468	832	0	0	0
03878	9.815498352	12085	57	4.7165908814	5.8071427345
03882	37.148979187	1647	0	0	0
03883	18.258281708	282	0	0	0
03884	49.029750824	4023	0	0	0
03885	15.128167152	7430	1	.1345895082	.066101864
03886	34.416126251	1718	0	0	0
03887	18.827581406	1779	0	0	0
03890	1.641611338	64	0	0	0
03894	47.275001526	6289	0	0	0
03897	 	 	0	 	 
03901	37.505210876	7930	12	1.5132408142	.3199555278
03902	19.052219391	1928	0	0	0
03903	19.782510757	6767	1	.1477759779	.0505497009
03904	10.918301582	8068	4	.4957858324	.3663573563
03905	6.890909672	1717	0	0	0
03906	38.262664795	4589	0	0	0
03907	4.082256317	1137	0	0	0
03908	31.898841858	7531	4	.5311379433	.1253964007
03909	35.24238205	10727	0	0	0
03910	.049470112	418	0	0	0
03911	.354569972	61	0	0	0
04001	37.74641037	2574	0	0	0
04002	66.252723694	7596	0	0	0
04003	1.037873507	214	0	0	0
04005	47.923629761	23464	64	2.7275826931	1.3354581594
04006	.063173652	141	0	0	0
04008	36.731441498	2780	0	0	0
04009	56.536155701	5335	0	0	0
04010	44.027267456	1691	0	0	0
04011	46.77551651	20565	7	.3403841555	.1496509463
04015	31.283916473	3838	0	0	0
04017	3.576668978	515	1	1.9417475462	.2795897424
04019	.832265973	42	1	23.8095245361	1.2015389204
04020	22.17565155	1401	0	0	0
04021	20.547496796	6612	0	0	0
04022	46.116027832	1017	0	0	0
04024	14.950489044	580	0	0	0
04027	55.005271912	6324	0	0	0
04029	32.881446838	1830	0	0	0
04030	15.375817299	2183	0	0	0
04032	34.741847992	8517	8	.9392978549	.2302698493
04037	81.7317276	3850	0	0	0
04038	50.588035584	17723	3	.1692715734	.059302561
04039	40.909526825	7596	0	0	0
04040	62.015327454	3348	0	0	0
04041	37.993103027	1886	0	0	0
04042	32.039604187	4685	0	0	0
04043	35.103660584	11536	0	0	0
04046	44.417579651	7965	0	0	0
04047	58.886077881	1733	0	0	0
04048	27.146007538	3074	0	0	0
04049	42.037139893	3807	0	0	0
04050	1.434400797	282	1	3.5460991859	.6971552372
04051	43.12928009	1246	0	0	0
04055	31.834590912	3925	0	0	0
04056	1.763137817	249	0	0	0
04057	.328835487	92	0	0	0
04061	20.079357147	3025	0	0	0
04062	46.661598206	18821	0	0	0
04063	.734099507	431	3	6.960556984	4.0866394043
04064	6.700336933	8521	39	4.5769276619	5.8206028938
04066	1.803681254	678	0	0	0
04068	31.51836586	1329	0	0	0
04069	22.85899353	1549	0	0	0
04071	36.986698151	5211	0	0	0
04072	38.584667206	19716	62	3.1446540356	1.6068558693
04073	37.742462158	16623	0	0	0
04074	47.640419006	20376	31	1.5213977098	.6507079601
04076	38.743354797	2772	0	0	0
04079	21.260181427	4022	0	0	0
04083	10.047847748	4529	0	0	0
04084	43.81496048	7231	0	0	0
04085	15.179476738	2888	0	0	0
04086	32.178466797	8888	0	0	0
04087	19.887321472	2692	0	0	0
04088	49.792789459	1311	0	0	0
04090	57.655082703	10530	0	0	0
04091	20.25512886	810	0	0	0
04092	17.189050674	18935	95	5.0171637535	5.5267739296
04093	40.529685974	8289	0	0	0
04095	30.506429672	1341	0	0	0
04096	13.404598236	8567	4	.4669078887	.2984050512
04097	21.22542572	3839	0	0	0
04101	2.029564142	18179	105	5.7758951187	51.735244751
04102	5.992699623	16968	109	6.4238567352	18.1887969971
04103	10.231298447	30628	163	5.3219275475	15.9315071106
04105	29.293636322	11968	58	4.8462567329	1.9799522161
04106	12.170305252	25938	189	7.2866063118	15.5296020508
04107	14.858548164	9226	0	0	0
04108	1.215959668	809	1	1.236093998	.8223956823
04109	1.241166711	80	3	37.5	2.4170806408
04110	2.331053972	1532	0	0	0
04210	59.339477539	23184	0	0	0
04216	140.211959839	435	0	0	0
04217	184.283538818	3425	0	0	0
04219	61.374393463	1328	0	0	0
04220	83.271659851	3292	0	0	0
04221	29.123962402	1008	0	0	0
04222	38.280082703	3983	0	0	0
04224	74.676902771	2583	0	0	0
04226	4.931952953	194	0	0	0
04227	.145436957	83	0	0	0
04231	33.869972229	191	0	0	0
04234	.005464504	61	0	0	0
04236	32.276218414	4340	0	0	0
04237	7.037742138	259	0	0	0
04238	20.517763138	1600	0	0	0
04239	48.3828125	4612	0	0	0
04240	34.145740509	36158	0	0	0
04250	11.722803116	4193	0	0	0
04252	11.103320122	4750	0	0	0
04253	37.620117188	2048	0	0	0
04254	19.678340912	3176	0	0	0
04255	37.983299255	667	0	0	0
04256	10.995632172	2980	0	0	0
04257	23.340547562	2632	0	0	0
04258	29.574634552	2667	0	0	0
04259	29.005262375	3455	0	0	0
04260	47.123516083	5795	0	0	0
04261	207.995513916	318	0	0	0
04263	40.053436279	2332	0	0	0
04265	5.860583305	795	0	0	0
04267	.450578898	46	0	0	0
04268	45.041412354	4970	0	0	0
04270	78.642723084	6220	0	0	0
04271	.043804061	0	0	 	0
04274	42.232158661	5624	0	0	0
04275	94.723869324	527	0	0	0
04276	68.552009583	5733	0	0	0
04280	41.670936585	6702	0	0	0
04281	40.729892731	5133	0	0	0
04282	59.259262085	5821	0	0	0
04284	18.405977249	954	0	0	0
04285	59.498668671	428	0	0	0
04286	.009319348	0	0	 	0
04287	43.455921173	3423	0	0	0
04289	24.739385605	2206	0	0	0
04290	46.67665863	1524	0	0	0
04292	43.79801178	1085	0	0	0
04294	53.4478302	3943	0	0	0
04330	116.936393738	25803	0	0	0
04341	 	 	0	 	 
04342	30.452396393	1882	0	0	0
04344	11.239255905	2905	0	0	0
04345	71.742073059	11534	0	0	0
04346	2.135093927	1711	0	0	0
04347	5.86382246	2444	0	0	0
04348	75.254188538	3097	0	0	0
04349	29.165975571	1111	0	0	0
04350	37.419021606	3611	0	0	0
04351	21.454597473	2538	0	0	0
04352	37.902736664	1555	0	0	0
04353	46.783252716	2165	0	0	0
04354	40.559230804	1446	0	0	0
04355	29.112581253	2571	0	0	0
04357	30.429355621	3448	0	0	0
04358	49.847301483	3917	0	0	0
04359	.737088323	267	0	0	0
04360	24.297327042	509	0	0	0
04363	34.645961762	2586	0	0	0
04364	31.141201019	5974	0	0	0
04401	100.050224304	44008	0	0	0
04406	122.664451599	734	0	0	0
04408	404.464904785	164	0	0	0
04410	41.18403244	1213	0	0	0
04411	49.523311615	1791	0	0	0
04412	15.238258362	9026	0	0	0
04413	155.831008911	145	0	0	0
04414	236.472595215	1270	0	0	0
04415	.162232012	369	0	0	0
04416	57.785980225	5525	0	0	0
04417	92.653549194	385	0	0	0
04418	117.32460022	1752	0	0	0
04419	36.648513794	2828	0	0	0
04421	7.776102066	1189	0	0	0
04422	40.552764893	1348	0	0	0
04424	99.365615845	917	0	0	0
04426	119.921836853	4501	0	0	0
04427	40.270175934	2808	0	0	0
04428	59.51883316	3525	0	0	0
04429	70.647735596	4615	0	0	0
04430	7.065759182	1695	0	0	0
04431	.080472954	35	0	0	0
04434	24.692134857	1141	0	0	0
04435	38.562175751	1223	0	0	0
04438	24.609174728	1211	0	0	0
04441	981.355041504	1683	0	0	0
04442	71.303504944	89	0	0	0
04443	151.672607422	2026	0	0	0
04444	69.008544922	8994	0	0	0
04448	93.907699585	1474	0	0	0
04449	37.303920746	1202	0	0	0
04450	16.753623962	1441	0	0	0
04451	56.96088028	221	0	0	0
04453	75.797111511	781	0	0	0
04454	18.966264725	21	0	0	0
04455	82.711280823	752	0	0	0
04456	30.060295105	2954	0	0	0
04457	258.776000977	5755	0	0	0
04459	77.035636902	794	0	0	0
04460	76.685768128	1417	0	0	0
04461	45.626586914	2991	0	0	0
04462	702.784606934	4597	0	0	0
04463	144.567886353	3207	0	0	0
04464	45.532676697	512	0	0	0
04468	122.755905151	9199	0	0	0
04469	.855088472	2510	0	0	0
04471	95.943031311	566	0	0	0
04472	46.955524445	2042	0	0	0
04473	17.320169449	8241	0	0	0
04474	24.99096489	3674	0	0	0
04475	22.916290283	584	0	0	0
04476	39.858455658	1018	0	0	0
04478	257.609191895	310	0	0	0
04479	38.417243958	1507	0	0	0
04481	36.687046051	517	0	0	0
04485	42.194660187	158	0	0	0
04487	226.731521607	875	0	0	0
04488	35.012054443	1360	0	0	0
04489	.249052107	343	0	0	0
04490	178.868255615	228	0	0	0
04491	32.257396698	166	0	0	0
04492	40.747196198	91	0	0	0
04493	68.294960022	1888	0	0	0
04495	43.698059082	361	0	0	0
04496	35.530147553	3985	0	0	0
04497	208.415802002	326	0	0	0
04530	28.770833969	10974	0	0	0
04535	20.901618958	760	0	0	0
04537	16.118150711	1609	0	0	0
04538	4.527268887	1970	0	0	0
04539	16.487186432	1384	0	0	0
04541	.347572237	48	0	0	0
04543	12.434231758	2288	0	0	0
04544	3.756589174	930	0	0	0
04547	14.103748322	1155	0	0	0
04548	18.583280563	934	0	0	0
04551	16.466136932	717	0	0	0
04553	29.052318573	1588	0	0	0
04554	4.072373867	659	0	0	0
04555	18.929775238	1552	0	0	0
04556	18.072685242	1257	0	0	0
04558	5.567242622	142	0	0	0
04562	28.761829376	2128	0	0	0
04563	19.234701157	1477	0	0	0
04564	7.522527695	527	0	0	0
04568	5.207730293	484	0	0	0
04570	.272617459	0	0	 	0
04571	2.08026123	620	0	0	0
04572	71.49785614	5044	0	0	0
04573	7.898397446	435	0	0	0
04574	38.039417267	1561	0	0	0
04575	1.171364069	74	0	0	0
04576	5.106007576	487	0	0	0
04578	33.441478729	4577	0	0	0
04579	35.05997467	3145	0	0	0
04605	265.447448731	14311	0	0	0
04606	42.447380066	1346	0	0	0
04607	45.849559784	1122	0	0	0
04609	42.241283417	5527	0	0	0
04611	5.616681576	414	0	0	0
04612	4.198388577	572	0	0	0
04613	1.498548985	123	0	0	0
04614	62.477939606	2663	0	0	0
04616	17.924303055	677	0	0	0
04617	22.269075394	781	0	0	0
04619	34.322658539	3011	0	0	0
04622	318.930908203	921	0	0	0
04623	119.002983093	1011	0	0	0
04624	5.850790501	191	0	0	0
04625	2.384012461	49	0	0	0
04626	46.825176239	609	0	0	0
04627	25.931329727	1640	0	0	0
04628	104.462768555	565	0	0	0
04630	89.578430176	1338	0	0	0
04631	3.634783983	1300	0	0	0
04634	93.529823303	1946	0	0	0
04635	2.340462446	10	0	0	0
04640	29.32024765	2038	0	0	0
04642	8.516425133	108	0	0	0
04643	21.110595703	954	0	0	0
04645	12.520642281	27	0	0	0
04646	.788625658	67	0	0	0
04648	29.77947998	723	0	0	0
04649	28.513877869	1162	0	0	0
04650	3.393693686	380	0	0	0
04652	61.181797028	1584	0	0	0
04653	3.553007841	573	0	0	0
04654	120.777565003	3359	0	0	0
04655	21.402879715	1008	0	0	0
04657	78.922096253	339	0	0	0
04658	23.813045502	1479	0	0	0
04660	29.480787277	1054	0	0	0
04662	4.311511517	443	0	0	0
04664	40.174037933	1344	0	0	0
04666	58.340377808	1299	0	0	0
04667	29.867412567	1299	0	0	0
04668	220.406066895	1448	0	0	0
04669	1.742524624	123	0	0	0
04671	28.186193466	596	0	0	0
04673	3.047556162	152	0	0	0
04674	9.083441734	377	0	0	0
04675	3.099619627	143	0	0	0
04676	24.299581528	1228	0	0	0
04677	3.994286776	278	0	0	0
04679	13.51187706	1496	0	0	0
04680	43.007396698	1199	0	0	0
04681	9.810602188	981	0	0	0
04683	.409275621	93	0	0	0
04684	36.980899811	1785	0	0	0
04685	15.986297607	579	0	0	0
04686	117.028327942	151	0	0	0
04691	46.657302856	399	0	0	0
04693	14.376039505	456	0	0	0
04694	132.752655029	2308	0	0	0
04730	244.626556397	9818	0	0	0
04732	267.180358887	1536	0	0	0
04733	63.095478058	274	0	0	0
04734	40.076553345	916	0	0	0
04735	204.740158081	606	0	0	0
04736	157.346908569	9248	0	0	0
04737	 	 	0	 	 
04739	192.271148682	705	0	0	0
04740	38.65555191	1387	0	0	0
04742	77.035774231	3299	0	0	0
04743	166.223068237	4483	0	0	0
04745	28.708045959	885	0	0	0
04746	36.882385254	404	0	0	0
04747	309.828186035	1392	0	0	0
04750	78.351516724	2261	0	0	0
04756	16.424892426	3186	0	0	0
04757	208.366577149	2655	0	0	0
04758	35.14396286	1246	0	0	0
04760	76.856315613	640	0	0	0
04761	18.179935455	484	0	0	0
04762	34.501861572	533	0	0	0
04763	35.145324707	751	0	0	0
04764	229.663192749	30	0	0	0
04765	750.557434083	1026	0	0	0
04766	36.53302002	387	0	0	0
04768	87.351074219	378	0	0	0
04769	75.777542114	9072	0	0	0
04772	29.508586884	804	0	0	0
04773	40.354545593	579	0	0	0
04774	158.53453064	614	0	0	0
04776	95.678131104	973	0	0	0
04777	78.402954102	388	0	0	0
04779	100.120597839	301	0	0	0
04780	172.078353882	902	0	0	0
04781	45.770618439	575	0	0	0
04783	76.671951294	389	0	0	0
04785	125.441497803	2013	0	0	0
